"State","YEAR","Zip3","AvgIncome"
"NC",2014,"281xx",138731
"NC",2014,"282xx",228607
"NC",2014,"283xx",80434
"NC",2014,"284xx",81138
"NC",2014,"285xx",79029
"NC",2014,"286xx",79808
"NC",2014,"287xx",50451
"NC",2014,"288xx",113697
"NC",2014,"289xx",33291
"NC",2015,"270xx",60252
"NC",2015,"271xx",155043
"NC",2015,"272xx",105837
"NC",2015,"273xx",80806
"NC",2015,"274xx",168953
"NC",2015,"275xx",161455
"NC",2015,"276xx",215373
"NC",2015,"277xx",179727
"NC",2015,"278xx",73481
"NC",2015,"279xx",44908
"NC",2015,"280xx",139450
"NC",2015,"281xx",138731
"NC",2015,"282xx",228607
"NC",2015,"283xx",80434
"NC",2015,"284xx",81138
"NC",2015,"285xx",79029
"NC",2015,"286xx",79808
"NC",2015,"287xx",50451
"NC",2015,"288xx",113697
"NC",2015,"289xx",33291
"NC",2016,"270xx",60252
"NC",2016,"271xx",155043
"NC",2016,"272xx",105837
"NC",2016,"273xx",80806
"NC",2016,"274xx",168953
"NC",2016,"275xx",161455
"NC",2016,"276xx",215373
"NC",2016,"277xx",179727
"NC",2016,"278xx",73481
"NC",2016,"279xx",44908
"NC",2016,"280xx",139450
"NC",2016,"281xx",138731
"NC",2016,"282xx",228607
"NC",2016,"283xx",80434
"NC",2016,"284xx",81138
"NC",2016,"285xx",79029
"NC",2016,"286xx",79808
"NC",2016,"287xx",50451
"NC",2016,"288xx",113697
"NC",2016,"289xx",33291
"ND",2011,"580xx",53003
"ND",2011,"581xx",154408
"ND",2011,"582xx",68448
"ND",2011,"583xx",15873
"ND",2011,"584xx",27414
"ND",2011,"585xx",91363
"ND",2011,"586xx",58816
"ND",2011,"587xx",62126
"ND",2011,"588xx",88683
"ND",2012,"580xx",60376
"ND",2012,"581xx",167619
"ND",2012,"582xx",74691
"ND",2012,"583xx",16652
"ND",2012,"584xx",28646
"ND",2012,"585xx",102125
"ND",2012,"586xx",73895
"ND",2012,"587xx",72017
"ND",2012,"588xx",124803
"ND",2013,"580xx",65168
"ND",2013,"581xx",173740
"ND",2013,"582xx",79543
"ND",2013,"583xx",16977
"ND",2013,"584xx",29179
"ND",2013,"585xx",110383
"ND",2013,"586xx",84648
"ND",2013,"587xx",78203
"ND",2013,"588xx",131998
"ND",2014,"580xx",74219
"ND",2014,"581xx",188519
"ND",2014,"582xx",87145
"ND",2014,"583xx",17652
"ND",2014,"584xx",30733
"ND",2014,"585xx",124200
"ND",2014,"586xx",104826
"ND",2014,"587xx",87934
"ND",2014,"588xx",161722
"ND",2015,"580xx",74219
"ND",2015,"581xx",188519
"ND",2015,"582xx",87145
"ND",2015,"583xx",17652
"ND",2015,"584xx",30733
"ND",2015,"585xx",124200
"ND",2015,"586xx",104826
"ND",2015,"587xx",87934
"ND",2015,"588xx",161722
"ND",2016,"580xx",74219
"ND",2016,"581xx",188519
"ND",2016,"582xx",87145
"ND",2016,"583xx",17652
"ND",2016,"584xx",30733
"ND",2016,"585xx",124200
"ND",2016,"586xx",104826
"ND",2016,"587xx",87934
"ND",2016,"588xx",161722
"NE",2011,"680xx",71452
"NE",2011,"681xx",96291
"NE",2011,"683xx",17136
"NE",2011,"684xx",16013
"NE",2011,"685xx",93376
"NE",2011,"686xx",51684
"NE",2011,"687xx",36033
"NE",2011,"688xx",50683
"NE",2011,"689xx",35384
"NE",2011,"690xx",15054
"NE",2011,"691xx",43622
"NE",2011,"692xx",10161
"NE",2011,"693xx",29054
"NE",2012,"680xx",76105
"NE",2012,"681xx",102918
"NE",2012,"683xx",17517
"NE",2012,"684xx",16737
"NE",2012,"685xx",99226
"NE",2012,"686xx",48803
"NE",2012,"687xx",37346
"NE",2012,"688xx",53144
"NE",2012,"689xx",37593
"NE",2012,"690xx",15852
"NE",2012,"691xx",45020
"NE",2012,"692xx",9949
"NE",2012,"693xx",29846
"NE",2013,"680xx",79288
"NE",2013,"681xx",104396
"NE",2013,"683xx",17700
"NE",2013,"684xx",17225
"NE",2013,"685xx",101341
"NE",2013,"686xx",49874
"NE",2013,"687xx",37994
"NE",2013,"688xx",53991
"NE",2013,"689xx",37832
"NE",2013,"690xx",15614
"NE",2013,"691xx",45691
"NE",2013,"692xx",10618
"NE",2013,"693xx",29941
"NE",2014,"680xx",86762
"NE",2014,"681xx",111702
"NE",2014,"683xx",18397
"NE",2014,"684xx",17862
"NE",2014,"685xx",107508
"NE",2014,"686xx",52346
"NE",2014,"687xx",39844
"NE",2014,"688xx",57322
"NE",2014,"689xx",39624
"NE",2014,"690xx",16395
"NE",2014,"691xx",48045
"NE",2014,"692xx",11063
"NE",2014,"693xx",31401
"NE",2015,"680xx",86762
"NE",2015,"681xx",111702
"NE",2015,"683xx",18397
"NE",2015,"684xx",17862
"NE",2015,"685xx",107508
"NE",2015,"686xx",52346
"NE",2015,"687xx",39844
"NE",2015,"688xx",57322
"NE",2015,"689xx",39624
"NE",2015,"690xx",16395
"NE",2015,"691xx",48045
"NE",2015,"692xx",11063
"NE",2015,"693xx",31401
"NE",2016,"680xx",86762
"NE",2016,"681xx",111702
"NE",2016,"683xx",18397
"NE",2016,"684xx",17862
"NE",2016,"685xx",107508
"NE",2016,"686xx",52346
"NE",2016,"687xx",39844
"NE",2016,"688xx",57322
"NE",2016,"689xx",39624
"NE",2016,"690xx",16395
"NE",2016,"691xx",48045
"NE",2016,"692xx",11063
"NE",2016,"693xx",31401
"NH",2011,"030xx",100645
"NH",2011,"031xx",125737
"NH",2011,"032xx",25510
"NH",2011,"033xx",88731
"NH",2011,"034xx",35969
"NH",2011,"035xx",15291
"NH",2011,"036xx",13773
"NH",2011,"037xx",33789
"NH",2011,"038xx",55718
"NH",2012,"030xx",104074
"NH",2012,"031xx",128214
"NH",2012,"032xx",26172
"NH",2012,"033xx",89845
"NH",2012,"034xx",37109
"NH",2012,"035xx",15302
"NH",2012,"036xx",14046
"NH",2012,"037xx",36466
"NH",2012,"038xx",59846
"NH",2013,"030xx",106373
"NH",2013,"031xx",130199
"NH",2013,"032xx",26665
"NH",2013,"033xx",91273
"NH",2013,"034xx",37257
"NH",2013,"035xx",15223
"NH",2013,"036xx",14071
"NH",2013,"037xx",39318
"NH",2013,"038xx",60671
"NH",2014,"030xx",114173
"NH",2014,"031xx",140313
"NH",2014,"032xx",28134
"NH",2014,"033xx",97527
"NH",2014,"034xx",39225
"NH",2014,"035xx",15321
"NH",2014,"036xx",14108
"NH",2014,"037xx",40415
"NH",2014,"038xx",65398
"NH",2015,"030xx",114173
"NH",2015,"031xx",140313
"NH",2015,"032xx",28134
"NH",2015,"033xx",97527
"NH",2015,"034xx",39225
"NH",2015,"035xx",15321
"NH",2015,"036xx",14108
"NH",2015,"037xx",40415
"NH",2015,"038xx",65398
"NH",2016,"030xx",114173
"NH",2016,"031xx",140313
"NH",2016,"032xx",28134
"NH",2016,"033xx",97527
"NH",2016,"034xx",39225
"NH",2016,"035xx",15321
"NH",2016,"036xx",14108
"NH",2016,"037xx",40415
"NH",2016,"038xx",65398
"NJ",2011,"070xx",195548
"NJ",2011,"071xx",140220
"NJ",2011,"072xx",101924
"NJ",2011,"073xx",206219
"NJ",2011,"074xx",185239
"NJ",2011,"075xx",76763
"NJ",2011,"076xx",129109
"NJ",2011,"077xx",166384
"NJ",2011,"078xx",102457
"NJ",2011,"079xx",317554
"NJ",2011,"080xx",130680
"NJ",2011,"081xx",81260
"NJ",2011,"082xx",78867
"NJ",2011,"083xx",103800
"NJ",2011,"084xx",112441
"NJ",2011,"085xx",254111
"NJ",2011,"086xx",106273
"NJ",2011,"087xx",153526
"NJ",2011,"088xx",180040
"NJ",2011,"089xx",156945
"NJ",2012,"070xx",208232
"NJ",2012,"071xx",135939
"NJ",2012,"072xx",101935
"NJ",2012,"073xx",214104
"NJ",2012,"074xx",201966
"NJ",2012,"075xx",74996
"NJ",2012,"076xx",137894
"NJ",2012,"077xx",174932
"NJ",2012,"078xx",107624
"NJ",2012,"079xx",352181
"NJ",2012,"080xx",135887
"NJ",2012,"081xx",74578
"NJ",2012,"082xx",80816
"NJ",2012,"083xx",100557
"NJ",2012,"084xx",108321
"NJ",2012,"085xx",288938
"NJ",2012,"086xx",106835
"NJ",2012,"087xx",158316
"NJ",2012,"088xx",187736
"NJ",2012,"089xx",160911
"NJ",2013,"070xx",210685
"NJ",2013,"071xx",135338
"NJ",2013,"072xx",102906
"NJ",2013,"073xx",221259
"NJ",2013,"074xx",202495
"NJ",2013,"075xx",75649
"NJ",2013,"076xx",139138
"NJ",2013,"077xx",179358
"NJ",2013,"078xx",110597
"NJ",2013,"079xx",364706
"NJ",2013,"080xx",138202
"NJ",2013,"081xx",75191
"NJ",2013,"082xx",81203
"NJ",2013,"083xx",100161
"NJ",2013,"084xx",106087
"NJ",2013,"085xx",274972
"NJ",2013,"086xx",108478
"NJ",2013,"087xx",161370
"NJ",2013,"088xx",193667
"NJ",2013,"089xx",161122
"NJ",2014,"070xx",233440
"NJ",2014,"071xx",137089
"NJ",2014,"072xx",104218
"NJ",2014,"073xx",242073
"NJ",2014,"074xx",220279
"NJ",2014,"075xx",76950
"NJ",2014,"076xx",150148
"NJ",2014,"077xx",190451
"NJ",2014,"078xx",117084
"NJ",2014,"079xx",401201
"NJ",2014,"080xx",143994
"NJ",2014,"081xx",75767
"NJ",2014,"082xx",81806
"NJ",2014,"083xx",100614
"NJ",2014,"084xx",101120
"NJ",2014,"085xx",304591
"NJ",2014,"086xx",111740
"NJ",2014,"087xx",167346
"NJ",2014,"088xx",203766
"NJ",2014,"089xx",164782
"NJ",2015,"070xx",233440
"NJ",2015,"071xx",137089
"NJ",2015,"072xx",104218
"NJ",2015,"073xx",242073
"NJ",2015,"074xx",220279
"NJ",2015,"075xx",76950
"NJ",2015,"076xx",150148
"NJ",2015,"077xx",190451
"NJ",2015,"078xx",117084
"NJ",2015,"079xx",401201
"NJ",2015,"080xx",143994
"NJ",2015,"081xx",75767
"NJ",2015,"082xx",81806
"NJ",2015,"083xx",100614
"NJ",2015,"084xx",101120
"NJ",2015,"085xx",304591
"NJ",2015,"086xx",111740
"NJ",2015,"087xx",167346
"NJ",2015,"088xx",203766
"NJ",2015,"089xx",164782
"NJ",2016,"070xx",233440
"NJ",2016,"071xx",137089
"NJ",2016,"072xx",104218
"NJ",2016,"073xx",242073
"NJ",2016,"074xx",220279
"NJ",2016,"075xx",76950
"NJ",2016,"076xx",150148
"NJ",2016,"077xx",190451
"NJ",2016,"078xx",117084
"NJ",2016,"079xx",401201
"NJ",2016,"080xx",143994
"NJ",2016,"081xx",75767
"NJ",2016,"082xx",81806
"NJ",2016,"083xx",100614
"NJ",2016,"084xx",101120
"NJ",2016,"085xx",304591
"NJ",2016,"086xx",111740
"NJ",2016,"087xx",167346
"NJ",2016,"088xx",203766
"NJ",2016,"089xx",164782
"NM",2011,"870xx",51106
"NM",2011,"871xx",171097
"NM",2011,"873xx",33917
"NM",2011,"874xx",69911
"NM",2011,"875xx",92180
"NM",2011,"877xx",36608
"NM",2011,"878xx",19439
"NM",2011,"879xx",11662
"NM",2011,"880xx",66295
"NM",2011,"881xx",106085
"NM",2011,"882xx",75832
"NM",2011,"883xx",58089
"NM",2011,"884xx",12938
"NM",2012,"870xx",51060
"NM",2012,"871xx",172978
"NM",2012,"873xx",39002
"NM",2012,"874xx",70812
"NM",2012,"875xx",95801
"NM",2012,"877xx",35688
"NM",2012,"878xx",18697
"NM",2012,"879xx",11581
"NM",2012,"880xx",66024
"NM",2012,"881xx",108287
"NM",2012,"882xx",78957
"NM",2012,"883xx",56848
"NM",2012,"884xx",12547
"NM",2013,"870xx",51441
"NM",2013,"871xx",176055
"NM",2013,"873xx",41930
"NM",2013,"874xx",71854
"NM",2013,"875xx",98238
"NM",2013,"877xx",35804
"NM",2013,"878xx",18383
"NM",2013,"879xx",11369
"NM",2013,"880xx",66482
"NM",2013,"881xx",111159
"NM",2013,"882xx",82365
"NM",2013,"883xx",55600
"NM",2013,"884xx",12610
"NM",2014,"870xx",52694
"NM",2014,"871xx",181684
"NM",2014,"873xx",37739
"NM",2014,"874xx",82876
"NM",2014,"875xx",102955
"NM",2014,"877xx",35884
"NM",2014,"878xx",18738
"NM",2014,"879xx",11120
"NM",2014,"880xx",68718
"NM",2014,"881xx",111805
"NM",2014,"882xx",88718
"NM",2014,"883xx",56936
"NM",2014,"884xx",12627
"NM",2015,"870xx",52694
"NM",2015,"871xx",181684
"NM",2015,"873xx",37739
"NM",2015,"874xx",82876
"NM",2015,"875xx",102955
"NM",2015,"877xx",35884
"NM",2015,"878xx",18738
"NM",2015,"879xx",11120
"NM",2015,"880xx",68718
"NM",2015,"881xx",111805
"NM",2015,"882xx",88718
"NM",2015,"883xx",56936
"NM",2015,"884xx",12627
"NM",2016,"870xx",52694
"NM",2016,"871xx",181684
"NM",2016,"873xx",37739
"NM",2016,"874xx",82876
"NM",2016,"875xx",102955
"NM",2016,"877xx",35884
"NM",2016,"878xx",18738
"NM",2016,"879xx",11120
"NM",2016,"880xx",68718
"NM",2016,"881xx",111805
"NM",2016,"882xx",88718
"NM",2016,"883xx",56936
"NM",2016,"884xx",12627
"NV",2011,"890xx",153859
"NV",2011,"891xx",166764
"NV",2011,"893xx",14056
"NV",2011,"894xx",87192
"NV",2011,"895xx",134910
"NV",2011,"897xx",63852
"NV",2011,"898xx",70904
"NV",2012,"890xx",163073
"NV",2012,"891xx",166570
"NV",2012,"893xx",14218
"NV",2012,"894xx",94535
"NV",2012,"895xx",145025
"NV",2012,"897xx",62908
"NV",2012,"898xx",75933
"NV",2013,"890xx",163755
"NV",2013,"891xx",169741
"NV",2013,"893xx",14370
"NV",2013,"894xx",92716
"NV",2013,"895xx",143529
"NV",2013,"897xx",64486
"NV",2013,"898xx",79594
"NV",2014,"890xx",171902
"NV",2014,"891xx",176202
"NV",2014,"893xx",15407
"NV",2014,"894xx",99942
"NV",2014,"895xx",155705
"NV",2014,"897xx",66392
"NV",2014,"898xx",82422
"NV",2015,"890xx",171902
"NV",2015,"891xx",176202
"NV",2015,"893xx",15407
"NV",2015,"894xx",99942
"NV",2015,"895xx",155705
"NV",2015,"897xx",66392
"NV",2015,"898xx",82422
"NV",2016,"890xx",171902
"NV",2016,"891xx",176202
"NV",2016,"893xx",15407
"NV",2016,"894xx",99942
"NV",2016,"895xx",155705
"NV",2016,"897xx",66392
"NV",2016,"898xx",82422
"NY",2011,"100xx",725772
"NY",2011,"101xx",1677388
"NY",2011,"102xx",257415
"NY",2011,"103xx",216432
"NY",2011,"104xx",233295
"NY",2011,"105xx",312291
"NY",2011,"106xx",109596
"NY",2011,"107xx",171577
"NY",2011,"108xx",180142
"NY",2011,"109xx",113393
"NY",2011,"110xx",252672
"NY",2011,"111xx",136176
"NY",2011,"112xx",270146
"NY",2011,"113xx",229330
"NY",2011,"114xx",137728
"NY",2011,"115xx",191205
"NY",2011,"116xx",109614
"NY",2011,"117xx",191187
"NY",2011,"118xx",211288
"NY",2011,"119xx",60508
"NY",2011,"120xx",87845
"NY",2011,"121xx",66882
"NY",2011,"122xx",82586
"NY",2011,"123xx",116223
"NY",2011,"124xx",43511
"NY",2011,"125xx",81438
"NY",2011,"126xx",166826
"NY",2011,"127xx",18050
"NY",2011,"128xx",80510
"NY",2011,"129xx",33201
"NY",2011,"130xx",76825
"NY",2011,"131xx",48127
"NY",2011,"132xx",57374
"NY",2011,"133xx",20505
"NY",2011,"134xx",50450
"NY",2011,"135xx",103174
"NY",2011,"136xx",39954
"NY",2011,"137xx",70619
"NY",2011,"138xx",37387
"NY",2011,"139xx",63605
"NY",2011,"140xx",92428
"NY",2011,"141xx",112563
"NY",2011,"142xx",112209
"NY",2011,"143xx",76691
"NY",2011,"144xx",72938
"NY",2011,"145xx",113816
"NY",2011,"146xx",101851
"NY",2011,"147xx",40120
"NY",2011,"148xx",63294
"NY",2011,"149xx",42066
"NY",2012,"100xx",883909
"NY",2012,"101xx",2011189
"NY",2012,"102xx",289275
"NY",2012,"103xx",220563
"NY",2012,"104xx",226019
"NY",2012,"105xx",358561
"NY",2012,"106xx",124711
"NY",2012,"107xx",188373
"NY",2012,"108xx",199646
"NY",2012,"109xx",116885
"NY",2012,"110xx",273690
"NY",2012,"111xx",139431
"NY",2012,"112xx",277419
"NY",2012,"113xx",238512
"NY",2012,"114xx",137135
"NY",2012,"115xx",203795
"NY",2012,"116xx",107250
"NY",2012,"117xx",201720
"NY",2012,"118xx",225080
"NY",2012,"119xx",64011
"NY",2012,"120xx",89934
"NY",2012,"121xx",67700
"NY",2012,"122xx",84592
"NY",2012,"123xx",119729
"NY",2012,"124xx",43499
"NY",2012,"125xx",83798
"NY",2012,"126xx",169618
"NY",2012,"127xx",18029
"NY",2012,"128xx",92651
"NY",2012,"129xx",33303
"NY",2012,"130xx",78776
"NY",2012,"131xx",50016
"NY",2012,"132xx",57374
"NY",2012,"133xx",20840
"NY",2012,"134xx",50960
"NY",2012,"135xx",102032
"NY",2012,"136xx",40501
"NY",2012,"137xx",71402
"NY",2012,"138xx",38078
"NY",2012,"139xx",63638
"NY",2012,"140xx",96617
"NY",2012,"141xx",116455
"NY",2012,"142xx",115889
"NY",2012,"143xx",77045
"NY",2012,"144xx",75658
"NY",2012,"145xx",118774
"NY",2012,"146xx",103190
"NY",2012,"147xx",40281
"NY",2012,"148xx",63854
"NY",2012,"149xx",41361
"NY",2013,"100xx",907675
"NY",2013,"101xx",2128536
"NY",2013,"102xx",289846
"NY",2013,"103xx",224351
"NY",2013,"104xx",229946
"NY",2013,"105xx",355363
"NY",2013,"106xx",118798
"NY",2013,"107xx",193272
"NY",2013,"108xx",197725
"NY",2013,"109xx",120498
"NY",2013,"110xx",272864
"NY",2013,"111xx",145820
"NY",2013,"112xx",288095
"NY",2013,"113xx",241638
"NY",2013,"114xx",139590
"NY",2013,"115xx",211397
"NY",2013,"116xx",106621
"NY",2013,"117xx",204283
"NY",2013,"118xx",226874
"NY",2013,"119xx",64764
"NY",2013,"120xx",94077
"NY",2013,"121xx",69882
"NY",2013,"122xx",85892
"NY",2013,"123xx",123051
"NY",2013,"124xx",44711
"NY",2013,"125xx",85949
"NY",2013,"126xx",173521
"NY",2013,"127xx",18143
"NY",2013,"128xx",92989
"NY",2013,"129xx",33835
"NY",2013,"130xx",80523
"NY",2013,"131xx",51331
"NY",2013,"132xx",57658
"NY",2013,"133xx",20780
"NY",2013,"134xx",51394
"NY",2013,"135xx",101468
"NY",2013,"136xx",40310
"NY",2013,"137xx",72046
"NY",2013,"138xx",38366
"NY",2013,"139xx",63481
"NY",2013,"140xx",98452
"NY",2013,"141xx",119616
"NY",2013,"142xx",117544
"NY",2013,"143xx",77497
"NY",2013,"144xx",78674
"NY",2013,"145xx",122249
"NY",2013,"146xx",103844
"NY",2013,"147xx",40021
"NY",2013,"148xx",65443
"NY",2013,"149xx",40654
"NY",2014,"100xx",1060867
"NY",2014,"101xx",2400646
"NY",2014,"102xx",359533
"NY",2014,"103xx",235243
"NY",2014,"104xx",234337
"NY",2014,"105xx",403495
"NY",2014,"106xx",131962
"NY",2014,"107xx",199038
"NY",2014,"108xx",216773
"NY",2014,"109xx",125911
"NY",2014,"110xx",307783
"NY",2014,"111xx",154222
"NY",2014,"112xx",305803
"NY",2014,"113xx",251522
"NY",2014,"114xx",142168
"NY",2014,"115xx",229004
"NY",2014,"116xx",109431
"NY",2014,"117xx",218430
"NY",2014,"118xx",254928
"NY",2014,"119xx",68507
"NY",2014,"120xx",98300
"NY",2014,"121xx",72851
"NY",2014,"122xx",90697
"NY",2014,"123xx",128291
"NY",2014,"124xx",46136
"NY",2014,"125xx",89020
"NY",2014,"126xx",176947
"NY",2014,"127xx",18551
"NY",2014,"128xx",113123
"NY",2014,"129xx",34540
"NY",2014,"130xx",84324
"NY",2014,"131xx",53774
"NY",2014,"132xx",59097
"NY",2014,"133xx",21185
"NY",2014,"134xx",52637
"NY",2014,"135xx",102981
"NY",2014,"136xx",41406
"NY",2014,"137xx",73874
"NY",2014,"138xx",39364
"NY",2014,"139xx",64368
"NY",2014,"140xx",102147
"NY",2014,"141xx",123362
"NY",2014,"142xx",121513
"NY",2014,"143xx",78107
"NY",2014,"144xx",81522
"NY",2014,"145xx",130799
"NY",2014,"146xx",106686
"NY",2014,"147xx",40260
"NY",2014,"148xx",68472
"NY",2014,"149xx",41608
"NY",2015,"100xx",1060867
"NY",2015,"101xx",2400646
"NY",2015,"102xx",359533
"NY",2015,"103xx",235243
"NY",2015,"104xx",234337
"NY",2015,"105xx",403495
"NY",2015,"106xx",131962
"NY",2015,"107xx",199038
"NY",2015,"108xx",216773
"NY",2015,"109xx",125911
"NY",2015,"110xx",307783
"NY",2015,"111xx",154222
"NY",2015,"112xx",305803
"NY",2015,"113xx",251522
"NY",2015,"114xx",142168
"NY",2015,"115xx",229004
"NY",2015,"116xx",109431
"NY",2015,"117xx",218430
"NY",2015,"118xx",254928
"NY",2015,"119xx",68507
"NY",2015,"120xx",98300
"NY",2015,"121xx",72851
"NY",2015,"122xx",90697
"NY",2015,"123xx",128291
"NY",2015,"124xx",46136
"NY",2015,"125xx",89020
"NY",2015,"126xx",176947
"NY",2015,"127xx",18551
"NY",2015,"128xx",113123
"NY",2015,"129xx",34540
"NY",2015,"130xx",84324
"NY",2015,"131xx",53774
"NY",2015,"132xx",59097
"NY",2015,"133xx",21185
"NY",2015,"134xx",52637
"NY",2015,"135xx",102981
"NY",2015,"136xx",41406
"NY",2015,"137xx",73874
"NY",2015,"138xx",39364
"NY",2015,"139xx",64368
"NY",2015,"140xx",102147
"NY",2015,"141xx",123362
"NY",2015,"142xx",121513
"NY",2015,"143xx",78107
"NY",2015,"144xx",81522
"NY",2015,"145xx",130799
"NY",2015,"146xx",106686
"NY",2015,"147xx",40260
"NY",2015,"148xx",68472
"NY",2015,"149xx",41608
"NY",2016,"100xx",1060867
"NY",2016,"101xx",2400646
"NY",2016,"102xx",359533
"NY",2016,"103xx",235243
"NY",2016,"104xx",234337
"NY",2016,"105xx",403495
"NY",2016,"106xx",131962
"NY",2016,"107xx",199038
"NY",2016,"108xx",216773
"NY",2016,"109xx",125911
"NY",2016,"110xx",307783
"NY",2016,"111xx",154222
"NY",2016,"112xx",305803
"NY",2016,"113xx",251522
"NY",2016,"114xx",142168
"NY",2016,"115xx",229004
"NY",2016,"116xx",109431
"NY",2016,"117xx",218430
"NY",2016,"118xx",254928
"NY",2016,"119xx",68507
"NY",2016,"120xx",98300
"NY",2016,"121xx",72851
"NY",2016,"122xx",90697
"NY",2016,"123xx",128291
"NY",2016,"124xx",46136
"NY",2016,"125xx",89020
"NY",2016,"126xx",176947
"NY",2016,"127xx",18551
"NY",2016,"128xx",113123
"NY",2016,"129xx",34540
"NY",2016,"130xx",84324
"NY",2016,"131xx",53774
"NY",2016,"132xx",59097
"NY",2016,"133xx",21185
"NY",2016,"134xx",52637
"NY",2016,"135xx",102981
"NY",2016,"136xx",41406
"NY",2016,"137xx",73874
"NY",2016,"138xx",39364
"NY",2016,"139xx",64368
"NY",2016,"140xx",102147
"NY",2016,"141xx",123362
"NY",2016,"142xx",121513
"NY",2016,"143xx",78107
"NY",2016,"144xx",81522
"NY",2016,"145xx",130799
"NY",2016,"146xx",106686
"NY",2016,"147xx",40260
"NY",2016,"148xx",68472
"NY",2016,"149xx",41608
"OH",2011,"430xx",174825
"OH",2011,"431xx",124292
"OH",2011,"432xx",142808
"OH",2011,"433xx",64952
"OH",2011,"434xx",55583
"OH",2011,"435xx",84289
"OH",2011,"436xx",86711
"OH",2011,"437xx",66885
"OH",2011,"438xx",28894
"OH",2011,"439xx",32879
"OH",2011,"440xx",125501
"OH",2011,"441xx",129536
"OH",2011,"442xx",127340
"OH",2011,"443xx",84420
"OH",2011,"444xx",52991
"OH",2011,"445xx",84253
"OH",2011,"446xx",77283
"OH",2011,"447xx",81303
"OH",2011,"448xx",63465
"OH",2011,"449xx",59524
"OH",2011,"450xx",166591
"OH",2011,"451xx",97206
"OH",2011,"452xx",105065
"OH",2011,"453xx",75686
"OH",2011,"454xx",98673
"OH",2011,"455xx",76156
"OH",2011,"456xx",57114
"OH",2011,"457xx",37967
"OH",2011,"458xx",64245
"OH",2012,"430xx",188787
"OH",2012,"431xx",128288
"OH",2012,"432xx",147792
"OH",2012,"433xx",65418
"OH",2012,"434xx",56536
"OH",2012,"435xx",88499
"OH",2012,"436xx",87476
"OH",2012,"437xx",67351
"OH",2012,"438xx",29265
"OH",2012,"439xx",33459
"OH",2012,"440xx",130981
"OH",2012,"441xx",134409
"OH",2012,"442xx",133929
"OH",2012,"443xx",87243
"OH",2012,"444xx",54138
"OH",2012,"445xx",85546
"OH",2012,"446xx",79043
"OH",2012,"447xx",84404
"OH",2012,"448xx",64144
"OH",2012,"449xx",59962
"OH",2012,"450xx",172736
"OH",2012,"451xx",103512
"OH",2012,"452xx",112702
"OH",2012,"453xx",77247
"OH",2012,"454xx",101828
"OH",2012,"455xx",77741
"OH",2012,"456xx",57147
"OH",2012,"457xx",38462
"OH",2012,"458xx",65305
"OH",2013,"430xx",194806
"OH",2013,"431xx",132444
"OH",2013,"432xx",151344
"OH",2013,"433xx",65924
"OH",2013,"434xx",57096
"OH",2013,"435xx",90387
"OH",2013,"436xx",88401
"OH",2013,"437xx",68593
"OH",2013,"438xx",29792
"OH",2013,"439xx",33758
"OH",2013,"440xx",132211
"OH",2013,"441xx",134384
"OH",2013,"442xx",136547
"OH",2013,"443xx",87547
"OH",2013,"444xx",54276
"OH",2013,"445xx",85869
"OH",2013,"446xx",80302
"OH",2013,"447xx",85498
"OH",2013,"448xx",64490
"OH",2013,"449xx",60321
"OH",2013,"450xx",178283
"OH",2013,"451xx",105385
"OH",2013,"452xx",112231
"OH",2013,"453xx",78506
"OH",2013,"454xx",102534
"OH",2013,"455xx",78681
"OH",2013,"456xx",57190
"OH",2013,"457xx",39076
"OH",2013,"458xx",66953
"OH",2014,"430xx",208695
"OH",2014,"431xx",136969
"OH",2014,"432xx",158289
"OH",2014,"433xx",66973
"OH",2014,"434xx",58726
"OH",2014,"435xx",96732
"OH",2014,"436xx",90659
"OH",2014,"437xx",70515
"OH",2014,"438xx",29973
"OH",2014,"439xx",34122
"OH",2014,"440xx",138753
"OH",2014,"441xx",139968
"OH",2014,"442xx",143330
"OH",2014,"443xx",90090
"OH",2014,"444xx",55249
"OH",2014,"445xx",87620
"OH",2014,"446xx",82531
"OH",2014,"447xx",88352
"OH",2014,"448xx",65937
"OH",2014,"449xx",61575
"OH",2014,"450xx",187103
"OH",2014,"451xx",111327
"OH",2014,"452xx",118593
"OH",2014,"453xx",80860
"OH",2014,"454xx",106841
"OH",2014,"455xx",79729
"OH",2014,"456xx",58403
"OH",2014,"457xx",40677
"OH",2014,"458xx",69151
"OH",2015,"430xx",208695
"OH",2015,"431xx",136969
"OH",2015,"432xx",158289
"OH",2015,"433xx",66973
"OH",2015,"434xx",58726
"OH",2015,"435xx",96732
"OH",2015,"436xx",90659
"OH",2015,"437xx",70515
"OH",2015,"438xx",29973
"OH",2015,"439xx",34122
"OH",2015,"440xx",138753
"OH",2015,"441xx",139968
"OH",2015,"442xx",143330
"OH",2015,"443xx",90090
"OH",2015,"444xx",55249
"OH",2015,"445xx",87620
"OH",2015,"446xx",82531
"OH",2015,"447xx",88352
"OH",2015,"448xx",65937
"OH",2015,"449xx",61575
"OH",2015,"450xx",187103
"OH",2015,"451xx",111327
"OH",2015,"452xx",118593
"OH",2015,"453xx",80860
"OH",2015,"454xx",106841
"OH",2015,"455xx",79729
"OH",2015,"456xx",58403
"OH",2015,"457xx",40677
"OH",2015,"458xx",69151
"OH",2016,"430xx",208695
"OH",2016,"431xx",136969
"OH",2016,"432xx",158289
